gene_id,expected_SYN,observed_SYN,observed/expected_SYN,gene_SYN,gene_length,obs_syn,exp_syn,oe_syn,mu_syn,oe_lof,oe_syn_lower,oe_syn_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_SYN,posterior_distribution_mean_SYN
ENSG00000175262,130.86386273079972,129.0,0.9857572389206187,C1orf127,35567,193,200.08,0.9646,1.2338e-05,0.7232,0.857,1.087,0.512,1.041,0.0036793618447099764,0.8544854485448545,1.140914091409141,0.9933987679044992
ENSG00000120948,77.2772432295801,81.0,1.0481740369459105,TARDBP,13383,97,88.02600000000001,1.102,5.6083e-06,0.058053999999999994,0.934,1.305,0.02,0.275,0.005774284034191145,0.8760876087608761,1.260926092609261,1.0611144571014544
ENSG00000009724,101.07436995279704,111.0,1.0982012556876521,MASP2,20711,173,161.48,1.0713,9.9348e-06,0.8146100000000001,0.946,1.215,0.589,1.146,0.004880226447433588,0.9416941694169417,1.2857285728572858,1.1080949606922974
ENSG00000116649,53.308967816048444,56.0,1.0504799153725395,SRM,5441,82,77.422,1.0591,4.981e-06,0.24946999999999997,0.885,1.273,0.122,0.571,0.009797641576189753,0.8474847484748476,1.3123312331233123,1.0692384348240982
ENSG00000171824,175.1303059537662,180.0,1.0278061185339298,EXOSC10,33264,194,193.28,1.0037,1.1435999999999999e-05,0.54919,0.892,1.131,0.414,0.738,0.005264860087595184,0.9104910491049105,1.1631163116311631,1.0335161525257848
ENSG00000198793,558.5650044319359,548.0,0.9810854522784137,MTOR,155973,548,571.02,0.9596899999999999,3.3046e-05,0.12599000000000002,0.894,1.03,0.087,0.185,0.0035811647171749977,0.9148914891489149,1.052905290529053,0.98287575419863
ENSG00000171819,74.11462147853285,74.0,0.9984534566021355,ANGPTL7,6641,85,79.61399999999999,1.0677,4.7433e-06,1.2487,0.895,1.279,0.89,1.75,0.011160159837152968,0.8276827682768277,1.2115211521152116,1.0119460708692227
ENSG00000120942,93.90743716629942,105.0,1.1181223039242028,UBIAD1,22844,106,83.963,1.2625,4.9438e-06,0.44836000000000004,1.078,1.484,0.22,1.026,0.004110814094129724,0.9546954695469547,1.314931493149315,1.1287710877435608
ENSG00000204624,339.3238559637574,328.0,0.966628176107468,PTCHD2,58419,390,410.7,0.9496100000000001,2.9951999999999997e-05,0.38983,0.873,1.033,0.281,0.548,0.005808450263848361,0.8832883288328833,1.0591059105910592,0.9695752132297468
ENSG00000116661,30.59613445870545,32.0,1.045883755125645,FBXO2,7419,72,75.783,0.9500799999999999,4.7337e-06,0.55272,0.785,1.156,0.323,0.997,0.004124024054280287,0.7894789478947895,1.4047404740474048,1.0785374865709971
ENSG00000132879,58.85961573923333,39.0,0.6625935203651738,FBXO44,8953,83,81.771,1.015,6.5064999999999995e-06,0.6879,0.849,1.218,0.432,1.139,0.006574289706158084,0.5130513051305131,0.8654865486548655,0.6795830978104345
ENSG00000116663,62.821074495876005,64.0,1.0187664014597744,FBXO6,10231,79,77.00399999999999,1.0259,4.968e-06,0.39992,0.855,1.237,0.208,0.841,0.006140267275523019,0.8330833083308331,1.2545254525452545,1.0346846255379436
ENSG00000116670,47.01948132854476,36.0,0.7656400917835091,MAD2L2,17171,48,57.801,0.83044,3.8595999999999994e-06,0.31349,0.658,1.056,0.153,0.717,0.0027383076890422665,0.5868586858685869,1.0111011101110112,0.7869078721023619
ENSG00000162490,69.87098029792665,62.0,0.8873497943729264,DRAXIN,34129,80,93.04299999999999,0.8598100000000001,5.7111e-06,0.9956200000000001,0.717,1.036,0.665,1.527,0.002047261282133278,0.7232723272327233,1.0963096309630964,0.9016618878304217
ENSG00000177674,42.88578357359484,47.0,1.0959342720028629,AGTRAP,18719,51,45.082,1.1313,3.0152999999999997e-06,0.30224,0.903,1.429,0.123,0.951,0.0022910296262404423,0.8674867486748675,1.3975397539753975,1.1192488267983285
ENSG00000177000,170.1247723234398,183.0,1.0756810868912254,MTHFR,21198,182,159.97,1.1377,1.0605e-05,0.6343300000000001,1.008,1.287,0.445,0.922,0.008025510535118397,0.9538953895389539,1.215921592159216,1.0815591256174075
ENSG00000011021,230.22926770073,240.0,1.042439140761073,CLCN6,36995,239,222.04,1.0764,1.5050999999999999e-05,0.42226,0.968,1.198,0.298,0.608,0.006223253620779294,0.9384938493849385,1.1601160116011602,1.0467826371809104
ENSG00000175206,34.77209236349259,37.0,1.0640717162837892,NPPA,2637,45,39.937,1.1268,2.5561e-06,0.9128799999999999,0.886,1.445,0.471,1.741,0.013186231461316872,0.8184818481848185,1.3997399739973997,1.092817149333675
ENSG00000120937,27.29851276688756,28.0,1.0256969029449592,NPPB,1468,34,34.760999999999996,0.9781,1.8382e-06,1.1837,0.743,1.302,0.658,1.862,0.018595717143656376,0.7598759875987598,1.4061406140614061,1.062273229221783
ENSG00000116685,23.688776908431187,26.0,1.0975661639477137,KIAA2013,6838,184,172.59,1.0661,1.1062e-05,0.38251,0.945,1.205,0.208,0.755,0.003464284426503537,0.8044804480448045,1.5217521752175218,1.1392968896907207
ENSG00000083444,181.02880873231936,176.0,0.9722209477732614,PLOD1,41334,198,189.63,1.0441,1.3585999999999998e-05,0.6917800000000001,0.929,1.175,0.517,0.938,0.004379658603868955,0.8600860086008602,1.1017101710171018,0.9777449304310639
ENSG00000116688,182.82039837392526,183.0,1.0009823938010867,MFN2,33334,172,163.32,1.0532,1.0344000000000001e-05,0.13395,0.929,1.195,0.069,0.282,0.005484502261172535,0.8876887688768877,1.1315131513151315,1.0064522429475407
ENSG00000116691,96.22596748188958,79.0,0.8209842110952884,MIIP,12580,95,104.77,0.9067700000000001,6.4474e-06,1.2749,0.767,1.075,0.938,1.737,0.007649123011278981,0.6846684668466847,0.98989898989899,0.8313764162990264
ENSG00000120949,136.87200632246245,125.0,0.9132619836484847,TNFRSF8,80831,162,166.91,0.9706,1.2227999999999999e-05,0.18208,0.853,1.106,0.099,0.359,0.0016933108129611467,0.7898789878987899,1.0595059505950595,0.9205680795176727
ENSG00000028137,108.14796702381025,97.0,0.8969193103615543,TNFRSF1B,42226,114,123.06,0.9264,8.8315e-06,0.20822,0.795,1.082,0.102,0.476,0.002561170061663673,0.761076107610761,1.0617061706170619,0.9061659011900238
ENSG00000048707,876.4286409481023,873.0,0.9960879405488241,VPS13D,281976,905,908.54,0.99611,5.1643999999999995e-05,0.26529,0.942,1.052,0.213,0.332,0.0031081675069796802,0.9424942494249425,1.0533053305330533,0.997228934753347
ENSG00000162496,78.15991948536993,70.0,0.8955996943305794,DHRS3,49799,78,84.78,0.9200200000000001,5.1776999999999996e-06,0.26066999999999996,0.765,1.111,0.118,0.674,0.0015695078111080528,0.7386738673867387,1.0927092709270927,0.9083939756781508
ENSG00000204518,97.57522724001055,87.0,0.8916197528907809,AADACL4,22532,88,94.572,0.9305100000000001,5.6517e-06,0.8975700000000001,0.782,1.111,0.488,1.679,0.004330517807563046,0.7496749674967497,1.0657065706570656,0.9018682557975715
ENSG00000188984,86.1350697412573,91.0,1.0564802498373376,AADACL3,12609,92,80.908,1.1371,4.6783e-06,0.7409100000000001,0.96,1.352,0.332,1.701,0.0068312371909951064,0.8916891689168918,1.2575257525752577,1.0680899229054355
ENSG00000157330,47.30215475823235,49.0,1.0358936131016772,C1orf158,17685,50,43.826,1.1409,2.5767000000000002e-06,0.80482,0.908,1.444,0.439,1.553,0.002674704820934823,0.8236823682368237,1.3143314331433145,1.057034121475694
ENSG00000116726,101.95316876414196,136.0,1.3339457875470435,PRAMEF12,3066,158,106.96,1.4772,5.9015e-06,0.69785,1.297,1.686,0.409,1.258,0.03325282738556489,1.1607160716071607,1.537953795379538,1.3437540290594094
ENSG00000239810,7.067831377474233,10.0,1.414861145650819,WI2-3308P17.2,605,35,17.351,2.0171,9.428399999999999e-07,,1.436,1.981,,,0.01168236591318055,0.8456845684568457,1.9151915191519153,1.4033864458615768
ENSG00000120952,17.42793619733249,27.0,1.5492367939775111,PRAMEF2,4824,158,100.49,1.5723,5.700599999999999e-06,1.2124,1.381,1.793,0.784,1.81,0.003612756259811876,1.1293129312931294,1.9241924192419242,1.5413305953422802
ENSG00000162493,59.407787047718394,63.0,1.0604670385953985,PDPN,34493,79,57.882,1.3648,3.2706e-06,0.61331,1.137,1.645,0.348,1.152,0.0017223142970376132,0.8656865686568657,1.307930793079308,1.0772998355893857
ENSG00000116731,310.8961077103077,344.0,1.1064789538006645,PRDM2,124882,415,364.89,1.1373,2.1703000000000002e-05,0.11814000000000001,1.049,1.234,0.066,0.222,0.002489518967587865,1.0133013301330134,1.2097209720972097,1.109695462387294
ENSG00000189337,127.28869465668987,123.0,0.966307340425975,KAZN,519340,216,216.89,0.9959,1.4998e-05,0.21123000000000003,0.89,1.115,0.123,0.381,0.0002450970359623558,0.8348834883488349,1.1223122312231224,0.9741634976652105
ENSG00000171729,73.9314838815375,78.0,1.055030900299277,TMEM51,67949,77,73.709,1.0447,5.6012e-06,0.24295999999999998,0.868,1.263,0.098,0.765,0.0010880437369429647,0.8788878887888789,1.2737273727372738,1.0685569372927175
ENSG00000142634,10.709087175250055,6.0,0.560271842203946,EFHD2,20449,56,54.735,1.0231,3.5624e-06,0.5596899999999999,0.824,1.278,0.275,1.275,0.0005236973531835324,0.30683068306830685,1.1055105510551055,0.653516723393065
ENSG00000162438,73.53608348530892,69.0,0.9383148616255156,CTRC,10803,72,69.896,1.0301,5.3139999999999994e-06,1.1459,0.851,1.253,0.782,1.692,0.0068070057840700655,0.772877287728773,1.1465146514651465,0.951913627735464
ENSG00000142615,64.83262065504472,68.0,1.0488547171617197,CELA2A,15364,83,79.014,1.0504,5.7309000000000005e-06,1.3288,0.879,1.261,0.938,1.83,0.004219774840864665,0.8626862686268627,1.2833283328332834,1.064279049399574
ENSG00000215704,67.85579927185579,79.0,1.1642335783784135,CELA2B,25492,89,77.527,1.148,5.7253999999999994e-06,0.67191,0.966,1.369,0.422,1.112,0.0026618468253513175,0.9708970897089709,1.4037403740374037,1.178970635346971
ENSG00000132906,68.17234634111844,67.0,0.9828031980115178,CASP9,35703,94,96.902,0.97005,5.8982000000000006e-06,0.58845,0.82,1.151,0.369,0.974,0.0019094290771396925,0.8072807280728073,1.2043204320432044,0.9974719024244072
ENSG00000116138,167.89484194004388,158.0,0.9410652416375164,DNAJC16,65567,167,172.06,0.97057,9.7261e-06,0.55678,0.855,1.103,0.402,0.783,0.002560660727805815,0.8268826882688269,1.073907390739074,0.9470213507618044
ENSG00000116771,65.42416460258,61.0,0.9323772091022536,AGMAT,12758,68,75.391,0.90196,4.4357e-06,0.9371299999999999,0.741,1.104,0.589,1.539,0.005128089402929927,0.7586758675867586,1.153915391539154,0.9476620813748526
ENSG00000197312,67.13184792620791,73.0,1.087412342354145,DDI2,51545,94,83.439,1.1266,4.2006e-06,0.043781,0.952,1.337,0.015,0.208,0.0013023930143798218,0.9002900290029003,1.3211321132113212,1.1023083970477674
ENSG00000215695,109.42840557086421,112.0,1.023500245806565,RSC1A1,1854,118,120.23,0.98144,6.1614e-06,1.039,0.844,1.144,0.724,1.522,0.05902287247619429,0.8782878287828784,1.1975197519751977,1.032638640858408
ENSG00000116786,64.20892823971434,75.0,1.1680618576905508,PLEKHM2,50438,270,268.81,1.0044,1.9220999999999998e-05,0.3605,0.909,1.111,0.246,0.541,0.0012730268495918622,0.9694969496949696,1.4155415541554155,1.1836358247992864
ENSG00000162461,31.544782271402376,29.0,0.9193279494051413,SLC25A34,4992,79,76.43,1.0336,4.914e-06,0.81355,0.861,1.246,0.511,1.345,0.006319066961418745,0.6844684468446844,1.2535253525352537,0.9510274905491134
ENSG00000162460,63.087548408535916,66.0,1.0461652364838134,TMEM82,5561,106,108.0,0.9814700000000001,7.3080999999999995e-06,0.8531299999999999,0.838,1.153,0.536,1.409,0.011344640965390382,0.8580858085808581,1.2841284128412842,1.062016222217756
ENSG00000162458,60.79335875216687,59.0,0.9705007456574696,FBLIM1,29988,88,91.23200000000001,0.9645799999999999,5.8454e-06,0.6952699999999999,0.811,1.152,0.407,1.254,0.0020272561942165823,0.7870787078707872,1.2055205520552055,0.9869499106082205
ENSG00000065526,765.8371372117242,742.0,0.96887440416051,SPEN,92597,822,810.31,1.0144,5.0088999999999994e-05,0.031010000000000003,0.957,1.075,0.014,0.071,0.008270647399070425,0.9122912291229123,1.0295029502950295,0.9701801648130173
ENSG00000116809,175.75665086021456,154.0,0.8762115074807701,ZBTB17,34264,207,239.66,0.86372,1.9752e-05,0.15656,0.77,0.969,0.085,0.309,0.005129484323494471,0.7686768676867687,1.0015001500150016,0.8819011925942813
ENSG00000183888,25.858170331342688,39.0,1.5082273610336652,C1orf64,4572,52,44.729,1.1625,2.9768e-06,0.7389100000000001,0.929,1.465,0.223,1.855,0.005655767789007587,1.1637163716371637,1.8871887188718872,1.5228929629544847
ENSG00000173641,34.41775018554223,38.0,1.104081463638566,HSPB7,5567,65,54.461000000000006,1.1935,4.1712e-06,0.64569,0.976,1.467,0.291,1.576,0.006182459167512526,0.8520852085208521,1.447144714471447,1.1331028292582699
ENSG00000186510,118.256409335157,125.0,1.0570251600125167,CLCNKA,15176,210,168.26,1.248,1.1405e-05,0.81818,1.114,1.399,0.608,1.116,0.007792330609854837,0.9142914291429143,1.2263226322632264,1.0654813612926157
ENSG00000184908,104.59901077772572,117.0,1.118557423536505,CLCNKB,13532,200,164.69,1.2144,1.0512e-05,0.9347799999999999,1.081,1.365,0.713,1.239,0.007729752496136988,0.9628962896289629,1.3041304130413043,1.1281177433935425
ENSG00000185519,9.364096292335272,5.0,0.5339543554344496,FAM131C,15864,72,66.312,1.0858,4.8335e-06,0.42444,0.897,1.321,0.221,0.892,0.0005902733416751937,0.27902790279027906,1.1221122112211221,0.6404630098360914
ENSG00000142627,279.62697552786017,285.0,1.0192149718817256,EPHA2,31751,281,263.82,1.0651,2.0569000000000002e-05,0.37025,0.965,1.176,0.252,0.555,0.008806871453745084,0.9252925292529254,1.1243124312431243,1.0227911647655215
ENSG00000142632,105.63277777643252,86.0,0.8141412335290047,ARHGEF19,14756,162,188.33,0.86019,1.049e-05,0.8607299999999999,0.756,0.98,0.651,1.151,0.007158632270021179,0.6838683868386839,0.9740974097409741,0.8236079920584115
ENSG00000132881,58.097466040699246,43.0,0.7401355503160334,RSG1,5463,53,70.105,0.7560100000000001,4.3168e-06,0.92474,0.605,0.95,0.541,1.626,0.010634718294105665,0.5798579857985798,0.9544954495449546,0.7573480049745386
ENSG00000037637,150.71140350874663,157.0,1.041726082730617,FBXO42,105616,156,154.25,1.0113,8.6946e-06,0.11990999999999999,0.887,1.155,0.058,0.274,0.0014269751127551377,0.9150915091509151,1.1891189118911891,1.048361280709793
ENSG00000055070,33.21613518602876,29.0,0.8730696644141148,SZRD1,45571,35,38.56,0.9076799999999999,2.5259000000000002e-06,0.1416,0.692,1.203,0.049,0.672,0.000728887564153272,0.6500650065006501,1.1903190319031904,0.903175290251478
ENSG00000187144,72.81336148095649,78.0,1.071231960914207,SPATA21,50308,121,110.24,1.0976,6.519500000000001e-06,1.0733,0.946,1.276,0.781,1.498,0.001447351544107428,0.8922892289228923,1.2933293329332933,1.0849657034614815
ENSG00000157191,59.13796256770953,61.0,1.031486330462578,NECAP2,19407,73,66.62,1.0958,3.9795e-06,0.92969,0.906,1.331,0.613,1.451,0.003047249063106587,0.8394839483948395,1.2765276527652765,1.0483959377124104
ENSG00000058453,137.8380893449842,127.0,0.9213708678313264,CROCC,232707,518,500.4,1.0352,3.21e-05,0.56739,0.962,1.113,0.456,0.71,0.0005923246371831711,0.7978797879787979,1.0677067706770678,0.9286257565544075
ENSG00000117122,35.687892407882785,30.0,0.8406212296631326,MFAP2,6334,37,44.602,0.82955,2.9974e-06,0.7240300000000001,0.637,1.091,0.446,1.228,0.005634337292056013,0.6288628862886289,1.14011401140114,0.8686419067756753
ENSG00000159363,316.5023812720109,295.0,0.932062497648221,ATP13A2,25971,342,329.59,1.0377,2.4316e-05,0.41503,0.949,1.135,0.3,0.584,0.012186761436679792,0.8476847684768477,1.0263026302630263,0.935222031538554
ENSG00000117118,55.897281618915365,55.0,0.9839476698521288,SDHB,35449,52,52.222,0.99574,2.5311e-06,0.47276999999999997,0.796,1.255,0.284,0.825,0.0015768366278009357,0.7922792279227923,1.2317231723172317,1.0018376254557257
ENSG00000117115,133.44189581645563,128.0,0.9592189860376328,PADI2,52693,172,174.81,0.98395,1.1932999999999999e-05,0.62389,0.868,1.117,0.445,0.891,0.0025324406622598,0.8310831083108311,1.110911091109111,0.9667128843660517
ENSG00000142623,144.37417731791828,155.0,1.0735991912091258,PADI1,40880,185,159.93,1.1567,9.615199999999999e-06,0.8184899999999999,1.025,1.307,0.599,1.136,0.0035316579578747133,0.9422942294229423,1.2267226722672269,1.0805256376040238
ENSG00000142619,164.62977888318352,161.0,0.9779518692923769,PADI3,35136,167,173.12,0.9646600000000001,1.0972000000000001e-05,0.64899,0.85,1.097,0.456,0.943,0.004685501448178037,0.8604860486048606,1.1145114511451146,0.9840261045053729
ENSG00000159339,161.25261528917187,153.0,0.9488218205058406,PADI4,55810,165,174.5,0.94557,1.1706e-05,0.8241200000000001,0.832,1.076,0.606,1.136,0.002889314017007201,0.8320832083208322,1.0851085108510852,0.9550232703130686
ENSG00000179051,112.75703857905904,122.0,1.081972367644795,RCC2,32965,123,113.99,1.0791,7.2062e-06,0.14599,0.931,1.253,0.071,0.334,0.003420507768210497,0.9342934293429344,1.2575257525752577,1.0908409936090686
ENSG00000074964,278.89275410762036,287.0,1.0290694031055794,ARHGEF10L,158040,351,342.3,1.0254,2.3996e-05,0.29777,0.939,1.12,0.205,0.442,0.0017646972545407515,0.9346934693469348,1.1347134713471347,1.0326550107819057
ENSG00000117148,104.93427542803138,119.0,1.1340431857426367,ACTL8,71751,122,104.13,1.1716,7.123200000000001e-06,0.23920999999999998,1.011,1.362,0.084,1.123,0.0014624782292655349,0.9774977497749775,1.3205320532053206,1.1435729604074965
ENSG00000117154,132.7543392699445,120.0,0.903925255173696,IGSF21,270738,129,132.88,0.97078,9.6074e-06,0.24948,0.841,1.124,0.129,0.525,0.0004903424686225964,0.7796779677967797,1.051905190519052,0.911457965633477
ENSG00000179023,226.0409317731561,185.0,0.8184358405744725,KLHDC7A,5055,226,233.48,0.96796,1.6952e-05,1.1547,0.868,1.081,0.845,1.598,0.0447163069778746,0.7262726272627263,0.9244924492449246,0.8228598180910911
ENSG00000009709,117.81534497583,143.0,1.2137637930724277,PAX7,117861,167,144.04,1.1594,9.1883e-06,0.26527,1.021,1.318,0.138,0.558,0.0009996126367146894,1.0597059705970597,1.3945394539453946,1.222251651724585
ENSG00000179002,241.72727764597224,232.0,0.9597592884812174,TAS1R2,20084,252,228.53,1.1027,1.6288e-05,0.92684,0.994,1.224,0.678,1.286,0.012035813465742493,0.8624862486248626,1.0701070107010702,0.9638961819660503
ENSG00000159423,117.16372030715334,112.0,0.9559273101467223,ALDH4A1,31350,150,155.97,0.96172,1.1522e-05,0.4492,0.841,1.101,0.291,0.714,0.0037372797546141416,0.8202820282028203,1.1183118311831184,0.9644623754158896
ENSG00000169991,8.092375337939297,5.0,0.6178655575401472,IFFO2,52406,86,105.96,0.81161,7.3089e-06,0.18352000000000002,0.681,0.971,0.089,0.42,0.00015441696252221687,0.32283228322832286,1.2943294329432944,0.7397059162685681
ENSG00000127481,1092.6828145804818,1101.0,1.0076117106524747,UBR4,135771,1142,1122.7,1.0172,6.5612e-05,0.06277200000000001,0.968,1.068,0.042,0.095,0.008047983844712654,0.9590959095909591,1.0591059105910592,1.0085268893179167
ENSG00000127463,235.1399070980199,209.0,0.8888325362520311,EMC1,35889,205,235.0,0.87235,1.3702999999999999e-05,0.7890199999999999,0.778,0.979,0.622,1.009,0.006551865671877732,0.7942794279427943,0.9968996899689969,0.8930853235068252
ENSG00000053372,51.9482598494846,61.0,1.1742453005498548,MRTO4,8590,53,52.178999999999995,1.0157,3.1033e-06,0.0,0.814,1.277,0.0,0.23,0.006047527339870152,0.9554955495549555,1.4533453345334535,1.1934921644181655
ENSG00000211454,25.122364353795344,23.0,0.9155189247354933,AKR7L,8213,45,45.25,0.9944799999999999,3.6164e-06,0.8268399999999999,0.782,1.275,0.451,1.586,0.00305885356797703,0.6586658665866587,1.297129712971297,0.9553085341164709
ENSG00000162482,45.731801271174234,62.0,1.355730548035071,AKR7A3,6693,112,92.03200000000001,1.217,6.0413999999999995e-06,1.5521,1.043,1.424,1.107,1.928,0.006832780706883944,1.1051105110511052,1.6737673767376737,1.37712065658921
ENSG00000053371,74.09411722725376,75.0,1.0122261092600349,AKR7A2,8182,99,88.77,1.1152,6.0521e-06,0.99174,0.947,1.318,0.662,1.522,0.009055746422299409,0.8400840084008401,1.2265226522652266,1.02572245736067
ENSG00000040487,82.18179214629966,72.0,0.8761064722441916,PQLC2,16975,83,91.13,0.91079,6.4568e-06,0.5751,0.762,1.093,0.346,1.004,0.004841342689030907,0.7244724472447245,1.065906590659066,0.888274617692027
ENSG00000077549,55.68318828527443,54.0,0.9697720562146842,CAPZB,146800,55,61.388999999999996,0.89592,3.5597000000000004e-06,0.1204,0.72,1.122,0.048,0.379,0.0003793132716980547,0.7792779277927793,1.2165216521652165,0.9877307967507611
