gene_id,expected_MIS,observed_MIS,observed/expected_MIS,gene_MIS,gene_length_MIS,obs_mis,exp_mis,oe_mis,mu_mis,oe_lof,oe_mis_lower,oe_mis_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_MIS,posterior_distribution_mean_MIS
ENSG00000175262,237.52889834743607,218.0,0.9177830635206713,C1orf127,35567,423,462.97,0.9136700000000001,2.6024e-05,0.7232,0.843,0.99,0.512,1.041,0.006678350671899122,0.8218821882188219,1.026902690269027,0.9219930775735183
ENSG00000120948,157.6782715128706,43.0,0.27270720047492464,TARDBP,13383,74,233.52,0.31689,1.289e-05,0.058053999999999994,0.262,0.385,0.02,0.275,0.011781982478732017,0.21362136213621363,0.35163516351635166,0.27904922839294616
ENSG00000009724,208.15919812239412,191.0,0.917566947426917,MASP2,20711,395,398.51,0.9912,2.2494000000000002e-05,0.8146100000000001,0.912,1.077,0.589,1.146,0.010050658979401966,0.8156815681568157,1.0345034503450345,0.9223709628584716
ENSG00000116649,98.06644160612888,54.0,0.550647082891862,SRM,5441,81,176.31,0.45941000000000004,1.0137e-05,0.24946999999999997,0.383,0.553,0.122,0.571,0.018023606249977737,0.44244424442444247,0.6906690669066907,0.5608442510935632
ENSG00000171824,362.1483371774785,333.0,0.91951271292682,EXOSC10,33264,453,508.17,0.89144,2.8304000000000002e-05,0.54919,0.825,0.963,0.414,0.738,0.01088709527349322,0.8408840884088409,1.006900690069007,0.9222740123650385
ENSG00000198793,1194.359423012116,562.0,0.4705451216541362,MTOR,155973,731,1494.9,0.48901000000000006,8.800899999999999e-05,0.12599000000000002,0.459,0.52,0.087,0.185,0.007657475479808146,0.43924392439243926,0.5044504450445044,0.47138239055387665
ENSG00000171819,141.69111881594796,131.0,0.9245463025114837,ANGPTL7,6641,201,206.32,0.9742299999999999,1.2297000000000001e-05,1.2487,0.868,1.095,0.89,1.75,0.02133581069356241,0.8022802280228023,1.0689068906890689,0.931603907874167
ENSG00000120942,150.4353162562535,112.0,0.7445060294832481,UBIAD1,22844,137,179.15,0.76474,9.499400000000001e-06,0.44836000000000004,0.665,0.881,0.22,1.026,0.006585331651910939,0.6388638863886389,0.8710871087108711,0.7511534047464913
ENSG00000204624,542.6505547376202,441.0,0.8126776912874073,PTCHD2,58419,772,900.24,0.85755,6.075e-05,0.38983,0.808,0.91,0.281,0.548,0.009288939467255862,0.7518751875187519,0.8792879287928793,0.8145204978436144
ENSG00000116661,58.963168297109036,45.0,0.7631882970272198,FBXO2,7419,164,167.32,0.98016,9.3816e-06,0.55272,0.862,1.116,0.323,0.997,0.007947589742163235,0.6010601060106011,0.9784978497849786,0.780148036961141
ENSG00000132879,103.0273834572873,107.0,1.0385588414400493,FBXO44,8953,159,172.02,0.9243,1.2012000000000001e-05,0.6879,0.812,1.054,0.432,1.139,0.011507582202310655,0.8880888088808881,1.2195219521952196,1.0482649988366648
ENSG00000116663,114.27403122833806,105.0,0.9188439304306414,FBXO6,10231,190,180.5,1.0526,1.1264000000000001e-05,0.39992,0.934,1.187,0.208,0.841,0.011169390209005772,0.7844784478447845,1.0805080508050806,0.9275948250061715
ENSG00000116670,81.5416179959518,47.0,0.5763927814423961,MAD2L2,17171,81,131.64,0.6153,8.0378e-06,0.31349,0.513,0.74,0.153,0.717,0.0047487984389931745,0.45624562456245626,0.7350735073507351,0.5886564576432982
ENSG00000162490,115.64477314641596,91.0,0.7868924597637145,DRAXIN,34129,161,215.59,0.74679,1.2753e-05,0.9956200000000001,0.656,0.851,0.665,1.527,0.003388460638940958,0.6642664266426643,0.9366936693669368,0.7955396296512278
ENSG00000177674,73.80197795805589,69.0,0.9349342918588848,AGTRAP,18719,93,106.05,0.87698,6.9066999999999994e-06,0.30224,0.741,1.042,0.123,0.951,0.0039426239627146685,0.7700770077007701,1.1423142314231423,0.9484840642042389
ENSG00000177000,330.31789924665446,269.0,0.8143670101241857,MTHFR,21198,342,391.9,0.8726799999999999,2.5116999999999997e-05,0.6343300000000001,0.798,0.954,0.445,0.922,0.015582503030788493,0.7372737273727373,0.9008900890089009,0.8173943967789224
ENSG00000011021,387.4436407131672,319.0,0.8233455565635739,CLCN6,36995,439,543.46,0.80778,3.3975e-05,0.42226,0.746,0.874,0.298,0.608,0.010472865001031686,0.7514751475147515,0.9032903290329033,0.825926577117065
ENSG00000175206,64.21115110214002,66.0,1.0278588511053863,NPPA,2637,100,92.801,1.0776,5.5947e-06,0.9128799999999999,0.916,1.272,0.471,1.741,0.024350076261714076,0.8428842884288429,1.2615261526152615,1.0434324691474284
ENSG00000120937,50.13313427658,50.0,0.9973443855346145,NPPB,1468,88,84.066,1.0468,5.2287000000000004e-06,1.1837,0.88,1.25,0.658,1.862,0.03415063642818801,0.7948794879487949,1.2623262326232623,1.0172912518883066
ENSG00000116685,40.103360592884016,36.0,0.897680380591044,KIAA2013,6838,248,343.62,0.72173,1.9378e-05,0.38251,0.65,0.802,0.208,0.755,0.005864779261901728,0.688068806880688,1.1855185518551856,0.922615918676686
ENSG00000083444,298.6524748344997,282.0,0.9442412963638498,PLOD1,41334,423,446.4,0.94757,3.0589e-05,0.6917800000000001,0.874,1.027,0.517,0.938,0.00722534656298688,0.8568856885688569,1.042104210421042,0.9475896697552113
ENSG00000116688,342.13798812123775,236.0,0.6897801711406937,MFN2,33334,326,421.79,0.77289,2.7391e-05,0.13395,0.705,0.847,0.069,0.282,0.010263934364949833,0.6204620462046205,0.7682768276827683,0.6927029684760356
ENSG00000116691,162.03717894966454,154.0,0.9503991676369458,MIIP,12580,257,247.11,1.04,1.6184e-05,1.2749,0.938,1.153,0.938,1.737,0.012880538867222936,0.8338833883388339,1.0863086308630863,0.9565705908034198
ENSG00000120949,222.8301928202634,198.0,0.8885689928012062,TNFRSF8,80831,320,371.01,0.8625,2.3333000000000002e-05,0.18208,0.786,0.946,0.099,0.359,0.002756741755270421,0.7914791479147915,0.9996999699969997,0.8930567149870706
ENSG00000028137,171.67649380940506,159.0,0.9261605737155928,TNFRSF1B,42226,235,278.71,0.8431799999999999,1.7404e-05,0.20822,0.757,0.939,0.102,0.476,0.004065658452361225,0.8142814281428143,1.0563056305630563,0.9319854829842446
ENSG00000048707,1724.421658520828,1484.0,0.8605783815502198,VPS13D,281976,2029,2371.0,0.85577,0.00013361,0.26529,0.824,0.888,0.213,0.332,0.006115490887596207,0.8246824682468247,0.8982898289828983,0.8611582861199976
ENSG00000162496,133.46752058173465,99.0,0.7417534960453022,DHRS3,49799,133,190.4,0.6985399999999999,1.1117e-05,0.26066999999999996,0.606,0.807,0.118,0.674,0.002680124512173631,0.6304630463046305,0.8766876687668768,0.7492459556013153
ENSG00000204518,182.80314610903446,184.0,1.0065472280780752,AADACL4,22532,275,234.66,1.1719,1.4015e-05,0.8975700000000001,1.061,1.295,0.488,1.679,0.008113045717603162,0.892889288928893,1.1375137513751377,1.0120175934480649
ENSG00000188984,152.8616670635912,145.0,0.9485700554324015,AADACL3,12609,212,198.35,1.0688,1.088e-05,0.7409100000000001,0.955,1.198,0.332,1.701,0.01212321889631146,0.828882888288829,1.0887088708870887,0.9551119178836595
ENSG00000157330,88.8990146668737,84.0,0.9448923625843154,C1orf158,17685,104,108.11,0.9619700000000001,5.7934e-06,0.80482,0.82,1.132,0.439,1.553,0.00502680320423374,0.7922792279227923,1.1329132913291329,0.9561410811865061
ENSG00000116726,179.78100841649558,199.0,1.1069022348510813,PRAMEF12,3066,301,250.63,1.2009,1.3875999999999999e-05,0.69785,1.092,1.321,0.409,1.258,0.05863698904647605,0.9862986298629863,1.2449244924492449,1.1124645576392773
ENSG00000239810,15.370836613810049,21.0,1.3662236173359872,WI2-3308P17.2,605,92,43.821999999999996,2.0994,2.0905e-06,,1.671,1.99,,,0.025406341510429833,0.9640964096409641,1.8557855785578559,1.3994885723279535
ENSG00000120952,30.04117892087163,44.0,1.46465623456043,PRAMEF2,4824,392,225.29,1.74,1.1742e-05,1.2124,1.601,1.889,0.784,1.81,0.006227441733182345,1.148914891489149,1.8441844184418443,1.4865770538918264
ENSG00000162493,100.20620871443937,104.0,1.0378598425609726,PDPN,34493,158,140.66,1.1233,7.5512e-06,0.61331,0.986,1.282,0.348,1.152,0.0029051172329005704,0.8854885488548855,1.2215221522152215,1.0478392641240142
ENSG00000116731,632.31820446093,554.0,0.8761411518624573,PRDM2,124882,845,938.41,0.90046,5.1505e-05,0.11814000000000001,0.85,0.953,0.066,0.222,0.005063325414879086,0.8172817281728173,0.93989398939894,0.8777226340860355
ENSG00000189337,207.18005433502213,140.0,0.6757407244116844,KAZN,519340,350,494.63,0.7076,3.262e-05,0.21123000000000003,0.647,0.773,0.123,0.381,0.0003989295150287329,0.5890589058905891,0.7774777477747775,0.6805674438717679
ENSG00000171729,113.36624351025198,99.0,0.8732758265122121,TMEM51,67949,140,155.16,0.9022899999999999,9.5927e-06,0.24295999999999998,0.786,1.038,0.098,0.765,0.0016684019413126313,0.7422742274227423,1.0321032103210321,0.8820967944567799
ENSG00000142634,19.02671526270901,13.0,0.6832498316448274,EFHD2,20449,96,126.49,0.75893,7.3398000000000004e-06,0.5596899999999999,0.642,0.899,0.275,1.275,0.0009304472229795594,0.4448444844484449,1.0863086308630863,0.7358041617103434
ENSG00000162438,120.29799294565568,104.0,0.8645198265858163,CTRC,10803,168,163.2,1.0294,1.1368e-05,1.1459,0.907,1.17,0.782,1.692,0.011135609825572126,0.7376737673767377,1.0175017501750174,0.8728325172260645
ENSG00000142615,106.02678054623803,110.0,1.0374737347799527,CELA2A,15364,172,173.33,0.9923200000000001,1.1064000000000001e-05,1.3288,0.876,1.126,0.938,1.83,0.006900988059505209,0.8890889088908891,1.2155215521552156,1.0469053141870353
ENSG00000215704,109.05402805638248,115.0,1.0545231758018454,CELA2B,25492,183,167.34,1.0936,1.0113e-05,0.67191,0.969,1.236,0.422,1.112,0.004277970659672936,0.9066906690669068,1.2311231123112312,1.063692942547937
ENSG00000132906,137.91527969118366,139.0,1.007865120610604,CASP9,35703,239,240.17,0.99511,1.4055e-05,0.58845,0.895,1.108,0.369,0.974,0.003862848491476449,0.8782878287828784,1.1603160316031604,1.0151159488164359
ENSG00000116138,310.5292175831891,291.0,0.9371098870013501,DNAJC16,65567,412,433.92,0.94947,2.3945e-05,0.55678,0.875,1.03,0.402,0.783,0.004736059566293854,0.8516851685168517,1.0327032703270327,0.940330195891389
ENSG00000116771,129.2452783848576,111.0,0.8588321475812208,AGMAT,12758,162,193.5,0.8372200000000001,1.172e-05,0.9371299999999999,0.736,0.954,0.589,1.539,0.010130528169372755,0.7364736473647365,1.0055005500550056,0.8665693741360068
ENSG00000197312,146.66977057645505,69.0,0.4704445894256863,DDI2,51545,115,231.97,0.49576000000000003,1.2917999999999999e-05,0.043781,0.425,0.579,0.015,0.208,0.002845470376883404,0.3874387438743874,0.5748574857485749,0.47726262695359484
ENSG00000215695,232.21605529334389,248.0,1.0679709449319397,RSC1A1,1854,335,322.72,1.0381,1.589e-05,1.039,0.949,1.136,0.724,1.522,0.12525137825962454,0.9630963096309632,1.1865186518651865,1.07227727938731
ENSG00000116786,109.12687901994299,100.0,0.9163645189717645,PLEKHM2,50438,467,605.64,0.77108,3.8155e-05,0.3605,0.714,0.832,0.246,0.541,0.002163584579482592,0.7794779477947795,1.0821082108210822,0.9255281641614821
ENSG00000162461,56.96849156796065,47.0,0.8250174562535376,SLC25A34,4992,181,172.81,1.0474,1.0898e-05,0.81355,0.927,1.185,0.511,1.345,0.011411957445504937,0.6530653065306531,1.0521052105210522,0.8425710191513797
ENSG00000162460,95.43144830964846,98.0,1.0269151494171744,TMEM82,5561,215,213.18,1.0086,1.4645e-05,0.8531299999999999,0.902,1.129,0.536,1.409,0.017160843069528586,0.8720872087208721,1.2147214721472148,1.0373938754315473
ENSG00000162458,101.26658844459035,81.0,0.7998689522785737,FBLIM1,29988,198,219.95,0.9002,1.3323e-05,0.6952699999999999,0.801,1.013,0.407,1.254,0.0033769037096368667,0.6684668466846685,0.9622962296229624,0.809743877615346
ENSG00000065526,1409.750223908795,1207.0,0.8561800378036952,SPEN,92597,1697,2067.2,0.8209299999999999,0.00012355,0.031010000000000003,0.788,0.854,0.014,0.071,0.01522457772831512,0.8166816681668168,0.8978897889788979,0.856889383319689
ENSG00000116809,316.5251876043386,178.0,0.5623565105425441,ZBTB17,34264,289,530.97,0.54428,3.6281999999999996e-05,0.15656,0.494,0.6,0.085,0.309,0.009237835267462602,0.49784978497849786,0.6368636863686369,0.5655158167815473
ENSG00000183888,41.63195364124147,38.0,0.9127604322261834,C1orf64,4572,98,101.06,0.96975,5.774600000000001e-06,0.7389100000000001,0.823,1.147,0.223,1.855,0.009105851627568126,0.7044704470447045,1.1963196319631964,0.936780418605719
ENSG00000173641,71.08324996019418,63.0,0.8862847440892093,HSPB7,5567,108,121.26,0.8906700000000001,8.3577e-06,0.64569,0.761,1.045,0.291,1.576,0.012768681508926565,0.7234723472347235,1.0931093109310932,0.9003527559000721
ENSG00000186510,200.42916235092548,192.0,0.9579444315784391,CLCNKA,15176,406,387.48,1.0478,2.3517e-05,0.81818,0.965,1.137,0.608,1.116,0.013206982231874373,0.8518851885188519,1.0797079707970798,0.96293372549291
ENSG00000184908,176.58842965311555,176.0,0.9966677904420383,CLCNKB,13532,432,400.32,1.0791,2.3975e-05,0.9347799999999999,0.997,1.169,0.713,1.239,0.013049691815926363,0.8816881688168817,1.1293129312931294,1.0023306756150046
ENSG00000185519,18.317968969213766,23.0,1.2555977160270948,FAM131C,15864,155,148.32,1.045,9.053e-06,0.42444,0.916,1.194,0.221,0.892,0.0011546879077920932,0.9022902290229023,1.7485748574857487,1.3012334290330636
ENSG00000142627,512.0605362613392,384.0,0.7499113343193056,EPHA2,31751,508,616.69,0.82376,4.421e-05,0.37025,0.765,0.886,0.252,0.555,0.016127382956799444,0.6898689868986899,0.8160816081608161,0.7518642284190957
ENSG00000142632,199.6694966782334,167.0,0.8363821353700301,ARHGEF19,14756,401,459.2,0.87326,2.8446e-05,0.8607299999999999,0.804,0.948,0.651,1.151,0.01353141072636442,0.7374737473747375,0.950895089508951,0.8413904116297308
ENSG00000132881,110.03655562740757,101.0,0.9178767858019288,RSG1,5463,152,174.97,0.86874,1.1209e-05,0.92474,0.761,0.994,0.541,1.626,0.02014214820197832,0.7812781278127813,1.082908290829083,0.9269646747702648
ENSG00000037637,334.0565573684035,236.0,0.7064671978276271,FBXO42,105616,298,418.61,0.7118800000000001,2.2775e-05,0.11990999999999999,0.647,0.784,0.058,0.274,0.003162935136422545,0.6354635463546355,0.7868786878687869,0.709460702903168
ENSG00000055070,54.95187151669316,46.0,0.8370961485092682,SZRD1,45571,81,95.14299999999999,0.85135,5.786799999999999e-06,0.1416,0.711,1.024,0.049,0.672,0.001205851781104061,0.6608660866086609,1.0703070307030704,0.8552938908629764
ENSG00000187144,143.29227649650582,149.0,1.0398327365790254,SPATA21,50308,274,273.63,1.0013,1.6071e-05,1.0733,0.906,1.107,0.781,1.498,0.0028483000019182995,0.9102910291029104,1.1913191319131913,1.046811479777542
ENSG00000157191,102.70288414603728,92.0,0.8957878911090907,NECAP2,19407,150,159.61,0.9397700000000001,8.8421e-06,0.92969,0.822,1.076,0.613,1.451,0.005292053596436197,0.7568756875687569,1.0653065306530654,0.9055247160124504
ENSG00000058453,233.02813623556256,221.0,0.9483833307433588,CROCC,232707,1171,1137.7,1.0293,8.301e-05,0.56739,0.98,1.08,0.456,0.71,0.0010013800024733358,0.8500850085008501,1.0603060306030603,0.9526746580317902
ENSG00000117122,69.85791726766435,56.0,0.8016271052776023,MFAP2,6334,81,111.6,0.7257899999999999,7.063099999999999e-06,0.7240300000000001,0.606,0.873,0.446,1.228,0.011029036512103622,0.6466646664666467,1.0015001500150016,0.8159418750147017
ENSG00000159363,519.0958162951489,413.0,0.7956141949816358,ATP13A2,25971,624,730.53,0.8541700000000001,5.0775e-05,0.41503,0.799,0.913,0.3,0.584,0.019987517473148853,0.7342734273427343,0.8630863086308631,0.7975406216038674
ENSG00000117118,133.6966041423466,130.0,0.9723508000366949,SDHB,35449,158,154.44,1.0231,8.2333e-06,0.47276999999999997,0.898,1.167,0.284,0.825,0.0037715197647986286,0.8434843484348435,1.1247124712471248,0.9798304215754384
ENSG00000117115,250.1439894668992,228.0,0.9114750287860527,PADI2,52693,385,413.01,0.93217,2.5598e-05,0.62389,0.857,1.014,0.445,0.891,0.004747195822346406,0.8182818281828184,1.0171017101710171,0.9154727262807286
ENSG00000142623,251.39898233791712,252.0,1.0023906925019888,PADI1,40880,446,387.94,1.1497,2.219e-05,0.8184899999999999,1.063,1.243,0.599,1.136,0.006149681564039069,0.9046904690469048,1.1127112711271128,1.0063684333452507
ENSG00000142619,281.6481461008744,270.0,0.9586429157722823,PADI3,35136,400,409.61,0.97655,2.4801e-05,0.64899,0.899,1.061,0.456,0.943,0.008015942227370058,0.8680868086808681,1.0603060306030603,0.9621934450899573
ENSG00000159339,248.08702926245442,258.0,1.0399576340891992,PADI4,55810,396,391.68,1.011,2.2208e-05,0.8241200000000001,0.93,1.099,0.606,1.136,0.004445207476481893,0.9396939693969397,1.152915291529153,1.0439884776321804
ENSG00000179051,220.0405755451417,96.0,0.4362831707841331,RCC2,32965,139,286.04,0.48594,1.708e-05,0.14599,0.422,0.559,0.071,0.334,0.006674975748373782,0.36983698369836987,0.5168516851685169,0.4408277871464678
ENSG00000074964,447.72339341001583,391.0,0.8733070591241818,ARHGEF10L,158040,672,791.16,0.8493799999999999,5.0749e-05,0.29777,0.796,0.905,0.205,0.442,0.002832975154454669,0.8040804080408042,0.9494949494949495,0.8755405810145255
ENSG00000117148,173.806931284004,145.0,0.8342590190667776,ACTL8,71751,199,237.21,0.8389200000000001,1.5343e-05,0.23920999999999998,0.747,0.944,0.084,1.123,0.0024223624936795863,0.729072907290729,0.9574957495749575,0.8400125295431002
ENSG00000117154,220.50416126372696,188.0,0.8525916196889755,IGSF21,270738,296,312.09,0.9484299999999999,2.1502e-05,0.24948,0.862,1.044,0.129,0.525,0.0008144558992964673,0.7572757275727573,0.9620962096209621,0.8571266814958316
ENSG00000179023,365.4440987671766,302.0,0.8263917819956461,KLHDC7A,5055,486,517.46,0.9392,3.5741e-05,1.1547,0.871,1.012,0.845,1.598,0.07229359026056907,0.7522752275227523,0.9090909090909092,0.8291281786247708
ENSG00000009709,202.388593540736,161.0,0.7954993766365324,PAX7,117861,292,333.3,0.8760899999999999,1.9383e-05,0.26527,0.795,0.965,0.138,0.558,0.0017171803526250073,0.6998699869986998,0.9066906690669068,0.8004403665535293
ENSG00000179002,435.452546077876,429.0,0.9851819764610539,TAS1R2,20084,553,516.42,1.0708,3.4298e-05,0.92684,0.998,1.149,0.678,1.286,0.021681564732019317,0.9104910491049105,1.0671067106710672,0.9874784379446464
ENSG00000159423,216.75246301643293,211.0,0.9734606798170649,ALDH4A1,31350,357,354.52,1.007,2.3372e-05,0.4492,0.923,1.099,0.291,0.714,0.0069139541632036025,0.8702870287028703,1.091109110911091,0.9780742375413162
ENSG00000169991,19.577785339697527,9.0,0.4597047032562391,IFFO2,52406,145,257.23,0.5636899999999999,1.5568e-05,0.18352000000000002,0.492,0.647,0.089,0.42,0.0003735790813971211,0.27702770277027705,0.8022802280228023,0.5107829918493736
ENSG00000127481,2229.73220188178,1494.0,0.6700356207526359,UBR4,135771,2000,2854.5,0.70065,0.0001663,0.06277200000000001,0.674,0.727,0.042,0.095,0.016422742720328936,0.6422642264226422,0.6992699269926993,0.6704841051038753
ENSG00000127463,466.15042381017304,374.0,0.8023161213563569,EMC1,35889,493,585.02,0.8427100000000001,3.4472e-05,0.7890199999999999,0.782,0.908,0.622,1.009,0.012988671286750063,0.7372737273727373,0.8740874087408741,0.8044613516273632
ENSG00000053372,97.82004679950735,100.0,1.0222853420317892,MRTO4,8590,139,137.78,1.0088,7.6587e-06,0.0,0.878,1.161,0.0,0.23,0.011387665517986886,0.8694869486948695,1.207120712071207,1.0325081954520747
ENSG00000211454,45.28070199561826,41.0,0.9054629940138186,AKR7L,8213,93,100.27,0.92753,6.3638e-06,0.8268399999999999,0.783,1.102,0.451,1.586,0.00551329623713847,0.7052705270527053,1.174917491749175,0.9275474524972823
ENSG00000162482,85.53386630455047,84.0,0.9820671463734726,AKR7A3,6693,217,210.24,1.0322,1.3072000000000001e-05,1.5521,0.923,1.155,1.107,1.928,0.012779600523614295,0.8232823282328233,1.1775177517751776,0.99375842192542
ENSG00000053371,132.96290946149617,131.0,0.9852371652406975,AKR7A2,8182,211,194.63,1.0841,1.1672000000000001e-05,0.99174,0.968,1.215,0.662,1.522,0.01625066114171305,0.8550855085508551,1.139113911391139,0.9927580596318476
ENSG00000040487,125.78631375448431,100.0,0.7949990504943546,PQLC2,16975,149,186.52,0.79884,1.2197999999999999e-05,0.5751,0.698,0.915,0.346,1.004,0.007410092121030004,0.6762676267626763,0.9386938693869388,0.8029490409992981
ENSG00000077549,111.10517208508418,36.0,0.3240173191256232,CAPZB,146800,58,158.02,0.36703,8.6144e-06,0.1204,0.296,0.457,0.048,0.379,0.0007568472212880394,0.24842484248424843,0.42784278427842787,0.33301780021244604
